,labels,mean_x_acc,mean_x_gyro,mean_x_linacc,mean_y_acc,mean_y_gyro,mean_y_linacc,mean_z_acc,mean_z_gyro,mean_z_linacc,median_x_acc,median_x_gyro,median_x_linacc,median_y_acc,median_y_gyro,median_y_linacc,median_z_acc,median_z_gyro,median_z_linacc,stddev_x_acc,stddev_x_gyro,stddev_x_linacc,stddev_y_acc,stddev_y_gyro,stddev_y_linacc,stddev_z_acc,stddev_z_gyro,stddev_z_linacc
0,1.0,3.246567205076056,0.254350008581007,3.246567246751482,-1.5000740505229382,0.0014850876108746874,-1.5000740401496184,11.598670716375668,-0.6141893647865577,1.7920200771282253,0.8215708479035913,0.20991635075445644,0.8215707503683483,1.739656561289877,0.05418102339683275,1.7396566339212676,1.6092080463230403,0.1932968388818013,1.609207371109047,2.064302534849758,0.29876353236544495,2.0643025634555228,2.2476677282290636,0.08192268154671725,2.2476677410631605,2.1569796273596267,0.24794459785627013,2.1569794837807432
1,1.0,0.7730626827208238,0.41229055902415196,0.7730627270459861,-1.925365156179122,-0.06586409108721411,-1.925365141179534,11.628677598905702,-0.6609294950588297,1.8220270677017742,0.6688682373171195,0.12914485265269607,0.6688685171738893,0.8556339005541955,0.0308625970991418,0.8556340140424011,0.7688911568526917,0.09379966603318657,0.7688920358911133,1.2418271210730105,0.1880693990694393,1.2418271453995373,1.216763488927037,0.06753289363984585,1.2167634936897023,1.0925732650958104,0.14096088076467786,1.0925733043554293
2,1.0,-2.517779226510765,0.2243369152786937,-2.517779220423843,0.9536531138544568,-0.011371703107927678,0.9536531344679223,9.759030605155912,-0.2780693123297346,-0.047619921369620996,1.0692618317244316,0.09941060199093756,1.0692612539865962,1.1372777138168217,0.07864644517082295,1.1372775780984483,0.8383534297065616,0.11422695899470614,0.8383511919400597,1.3407577752398256,0.1311332722854298,1.340757753952167,2.1913756726729106,0.10375752872342091,2.191375665050014,1.2942549766297087,0.20361846337393005,1.294255070497937
3,0.0,-0.8998974180390269,0.008470750652199412,-0.8998974105216733,-0.04140985355167464,-0.015341895541960885,-0.04140986004865479,9.869237355021816,-0.0855749973864613,0.06258649811392657,0.7723818506263936,0.041959233762744505,0.7723818473787771,0.5037400265308094,0.19139261778071937,0.5037400363234452,1.0539148731163692,0.05719734205168174,1.0539147327127938,1.142093799504036,0.059598633765940066,1.1420937787547352,1.0639973651562846,0.25141691849873976,1.0639973264794993,1.5954024228808532,0.08433137958792504,1.5954024751540015
4,0.0,-0.5308180598982888,-0.013199294718722132,-0.5308180637620947,-0.385433814094764,0.0031183204806855508,-0.3854338128542304,10.01602333612552,-0.07034430423175575,0.20937282810508237,0.28884438698717685,0.02347704172981625,0.2888444468840059,0.2664862652343092,0.05917746228347305,0.2664862446284816,0.4307937390013423,0.032171504033156995,0.4307921815971253,0.38219569168829753,0.02697971298947398,0.3821957187066719,0.38837636051942614,0.07073274931162402,0.38837635753887745,0.5395815584766142,0.0453997910291767,0.5395815983305189
5,0.0,0.18313306659987488,-0.014449387320696552,0.18313308361318842,-0.19654041053061205,-0.0015616402294789436,-0.19654041020492752,10.103029155043352,-0.07034097296138275,0.2963788051703075,0.17809146577213353,0.0131106642069978,0.1780914534400978,0.1527126589056578,0.03772007387232425,0.15271265739344564,0.19989909172040132,0.014740747585882698,0.19989883903934474,0.25666399138021534,0.022224763630199682,0.2566639788246181,0.3054644041580085,0.050618692091893944,0.3054644026707394,0.331190200104431,0.028630104378592352,0.33119026686461417
6,0.0,1.2202130274902063,-0.014683002608537363,1.2202130333837304,-0.030943787527898056,0.002822556330321308,-0.03094378459392253,9.733439678471896,-0.07140516607094867,-0.07321068606920912,0.5486187668262354,0.012286997488091004,0.5486187164842997,0.1262814305841537,0.01374980441546525,0.1262814335297721,0.18370156884169475,0.019359095659049995,0.18370188617072422,0.5608374373163109,0.015236166443686219,0.5608374088888066,0.16946536497983825,0.026222387845817832,0.1694653682728072,0.24241984895696467,0.023349450436276453,0.2424197211006333
7,1.0,-0.7765273998030835,-0.024857517201056497,-0.7765274024839824,1.631616624820842,0.06518155710346502,1.6316166423808993,9.874065708424016,-0.340226305513668,0.06741524543060559,0.6444342395549436,0.06450683775324564,0.6444343505847012,1.2135693936182914,0.06528685519474045,1.2135694103092969,0.6970563401266663,0.15632506753293346,0.6970566697447096,1.5832910830621278,0.1032622887560112,1.583291088272475,1.421647986776537,0.10682854072499669,1.4216479827036868,1.0102771506224515,0.19356831475585212,1.0102770867367599
8,1.0,0.9256458024539472,-0.020749203208504707,0.9256457961096217,1.8834789800625438,0.41581939137498547,1.8834790054486183,12.1862101117148,-0.6812433770313393,2.3795594497457317,1.0234510446703604,0.07049453159070315,1.0234510213626056,1.1218674295683435,0.17523404111854546,1.1218673743964604,1.4347083584571516,0.08657654245913593,1.4347089728468936,1.3947605113229773,0.10417895595301757,1.394760507727343,1.3529115144457706,0.20940563164996465,1.352911549567764,1.7860100896749296,0.10558586735567635,1.786010186636456
9,1.0,-0.592861549503691,-0.02561144828302028,-0.5928615307418501,-2.0145134626079213,0.2493395190847943,-2.0145133933765114,9.982683601287452,-0.3205865331803562,0.17603286406531424,1.7342870794023209,0.0875605882927398,1.7342872365629793,0.9162879022521369,0.23159481010351635,0.9162878897103792,1.5436241047397843,0.12010216024873728,1.543624980856713,2.485966854367462,0.14146849232397407,2.4859668369018957,1.4516895437482487,0.408069761105139,1.4516895389242206,2.7475948532627554,0.1806900280570326,2.7475949879560693
